trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
178,False,"{'a': 0.01, 'e': 0.1671339350148836}",25,0,12.364492569612471,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
179,False,"{'a': 0.01, 'e': 0.16546259566473476}",30,11,31.549488562134627,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.01, 'e': 0.16380796970808742}",20,16,7.232517655684285,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.01, 'e': 0.16216989001100654}",20,3,-27.059685740818484,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
182,False,"{'a': 0.01, 'e': 0.16054819111089647}",20,7,20.656694757750305,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.01, 'e': 0.1589427091997875}",30,0,26.18174391684285,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.01, 'e': 0.15735328210778962}",30,12,24.659879479707467,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.15577974928671173}",25,6,-19.553813811001618,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.1542219517938446}",20,16,7.022452402011128,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.15267973227590617}",30,8,-21.87293006113649,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.1511529349531471}",25,2,35.56280871441745,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.14964140560361563}",20,13,15.137114596656572,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14814499154757946}",25,10,28.602428773318806,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14666354163210368}",30,13,16.018421432056282,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14519690621578263}",20,9,21.941485660296934,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.1437449371536248}",25,15,4.730400122677997,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14230748778208857}",25,7,33.874219876442915,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14088441290426768}",25,14,8.163956407045406,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.139475568775225}",20,5,25.533098283729966,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.01, 'e': 0.13808081308747275}",30,16,27.259276557761304,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.136700004956598}",20,6,12.351972067345844,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13533300490703204}",20,7,11.295159307499848,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.13397967485796172}",25,1,18.025725187538974,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.1326398781093821}",25,14,20.25316573205405,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01, 'e': 0.13131347932828827}",35,15,28.074811432968712,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.01, 'e': 0.1300003445350054}",20,12,14.001614399169988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.12870034108965533}",20,11,-25.777194779580864,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
205,False,"{'a': 0.01, 'e': 0.1274133376787588}",25,8,-34.35669596243037,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
206,False,"{'a': 0.01, 'e': 0.12613920430197118}",20,13,12.59666058507542,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12487781225895148}",25,0,22.57420606445185,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.01, 'e': 0.12362903413636196}",30,21,2.5455519889102103,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.01, 'e': 0.12239274379499834}",20,3,23.2256709099871,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.12116881635704835}",20,6,21.566302578358155,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.11995712819347787}",25,11,27.799744186385904,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.11875755691154309}",20,5,-20.329867588432794,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
213,False,"{'a': 0.01, 'e': 0.11756998134242766}",20,3,17.34367078508409,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.11639428152900338}",25,15,13.415172442471984,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11523033871371334}",25,20,10.872831178026875,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.1140780353265762}",20,0,-48.214261163467654,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
217,False,"{'a': 0.01, 'e': 0.11293725497331045}",25,18,-28.182418716771252,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,False,"{'a': 0.01, 'e': 0.11180788242357734}",30,0,49.12651415098884,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11068980359934157}",20,2,3.062643008741645,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.10958290556334815}",25,12,22.0249975144143,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10848707650771466}",20,9,17.26970047757979,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10740220574263752}",20,0,32.46354009707727,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.01, 'e': 0.10632818368521114}",30,0,34.490097707058254,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 0.01, 'e': 0.10526490184835903}",20,10,20.547878771177412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.10421225282987544}",20,0,21.236423869301284,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
226,False,"{'a': 0.01, 'e': 0.10317013030157669}",25,3,8.69289706884409,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.10213842899856092}",30,10,27.022189643060106,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10111704470857531}",30,20,-1.5237549362450185,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.10010587426148955}",20,7,-18.961938374134736,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
230,False,"{'a': 0.01, 'e': 0.09910481551887466}",20,10,10.900898286407193,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.0981137673636859}",20,0,27.60744988333266,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
232,False,"{'a': 0.01, 'e': 0.09713262969004904}",25,9,14.738734381499409,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.01, 'e': 0.09616130339314856}",25,5,36.2979578481904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.09519969035921708}",20,9,10.027263634214368,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.0942476934556249}",25,0,31.84591019845727,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
236,False,"{'a': 0.01, 'e': 0.09330521652106866}",30,16,16.501499991133706,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.09237216435585796}",25,13,24.040868143733874,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09144844271229938}",25,18,15.191560227222716,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.0905339582851764}",25,6,27.108132899146312,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.08962861870232462}",20,10,8.65574050459699,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.08873233251530138}",20,5,20.94393037079868,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.08784500919014836}",20,0,22.883500145125495,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.08696655909824688}",30,13,19.27070656341262,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
244,False,"{'a': 0.01, 'e': 0.0860968935072644}",25,20,7.419863207107082,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.08523592457219176}",20,7,5.655657744966998,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.01, 'e': 0.08438356532646984}",20,5,26.361845910071885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.08353972967320515}",30,17,21.473288654497,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.0827043323764731}",25,11,9.414041295776693,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.08187728905270836}",20,10,18.76263234058167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.08105851616218128}",25,9,7.391237324076163,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.08024793100055946}",20,0,-15.744197199748847,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
252,False,"{'a': 0.01, 'e': 0.07944545169055386}",20,14,14.240527862662058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.07865099717364833}",20,10,21.412064974611724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.07786448720191184}",20,11,17.62896591843261,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.07708584232989273}",20,0,29.920376464782372,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.01, 'e': 0.0763149839065938}",30,19,20.141991295288413,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.07555183406752786}",20,10,19.889766307817048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.07479631572685258}",30,16,5.525167404320612,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.07404835256958406}",20,10,16.631878684282576,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.07330786904388821}",20,0,19.911004770152854,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.07257479035344933}",30,13,25.505141791433946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.07184904244991483}",20,11,11.647720775410754,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.07113055202541568}",20,1,13.94590661105519,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.07041924650516153}",20,12,12.361193188697378,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.06971505404010991}",20,0,24.419004873147593,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.06901790349970881}",30,7,23.1812406658253,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06832772446471172}",20,6,24.504262164291895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.0676444472200646}",25,17,11.29300515673673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06696800274786396}",25,5,34.27187622522117,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06629832272038531}",30,18,24.331077436391144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.06563533949318147}",30,16,23.296377964112665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.06497898609824965}",20,9,20.252944978886894,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.06432919623726716}",20,13,15.699215169446859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.06368590427489448}",25,6,27.044054182284444,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06304904523214554}",30,9,34.336136948322526,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.06241855477982408}",30,18,21.702931579521167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.06179436923202584}",25,7,36.5493486837882,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.01, 'e': 0.06117642553970558}",25,7,31.441021720519117,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.01, 'e': 0.06056466128430853}",20,8,21.361141630531794,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.05995901467146544}",20,9,19.68289770663836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.059359424524750785}",25,12,24.767288395343744,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05876583027950327}",30,16,24.11815106113531,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.05817817197670824}",20,4,5.6984654435390745,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05759639025694116}",20,6,24.35133607920178,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057020426354371746}",20,12,16.560283340003405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.05645022209082803}",30,16,28.229844088187125,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.05588571986991975}",20,5,22.918508346724792,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.05532686267122055}",30,10,35.61280793655696,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.05477359404450834}",30,22,10.566127121994153,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.05422585810406326}",30,15,30.731779817099188,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05368359952302263}",25,10,-12.980066073272539,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
292,False,"{'a': 0.01, 'e': 0.0531467635277924}",20,8,-0.6292802566431639,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.05261529589251448}",20,12,15.264373404132247,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05208914293358933}",30,11,31.325587211363576,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.05156825150425344}",20,0,27.13336961674906,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.01, 'e': 0.0510525689892109}",25,14,11.645113305331876,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.050542043299318794}",20,0,20.746324754952457,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.01, 'e': 0.050036622866325604}",25,14,22.19298297274311,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.04953625663766235}",30,20,20.304286150567343,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.01, 'e': 0.04904089407128572}",25,10,30.713055285093123,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04855048513057287}",20,8,23.67183733898552,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.04806498027926714}",20,15,10.487532699898809,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.047584330476474465}",30,13,16.012530923555047,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.04710848717170972}",20,6,25.17083347064186,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.04663740229999262}",30,18,21.440705979814954,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.046171028276992696}",25,15,17.55935708469991,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.045709317994222766}",30,12,25.973003609066307,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.04525222481428054}",30,20,16.276135182894468,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.04479970256613774}",25,3,33.958419964927366,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.044351705540476356}",20,5,24.064394400342263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.043908188485071595}",20,3,30.907175601501073,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.04346910660022087}",25,14,17.94377106780728,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.04303441553421867}",20,8,22.505903966714577,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.04260407137887648}",25,14,21.67559695846419,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.04217803066508771}",30,13,27.497695253682497,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.04175625035843684}",20,6,28.03025616881653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.01, 'e': 0.041338687854852466}",20,5,24.39385010753979,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.01, 'e': 0.040925300976303945}",20,0,-13.344058973852094,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
319,False,"{'a': 0.01, 'e': 0.0405160479665409}",20,14,9.939304082936232,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.040110887486875496}",30,14,28.045573931047215,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.01, 'e': 0.03970977861200674}",25,16,18.11157962754342,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.039312680825886674}",20,6,23.977168949034407,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.038919554017627804}",20,8,19.662164662925147,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.03853035847745152}",35,12,41.384877774601634,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.03814505489267701}",20,13,14.291518841106319,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.03776360434375024}",25,14,17.682172876586346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.03738596830031274}",25,19,10.997440291195312,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.03701210861730961}",20,16,6.415871861719092,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.03664198753113651}",25,15,18.690553378862194,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.036275567655825146}",25,12,27.14121480810905,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.03591281197926689}",25,3,32.47728199171798,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.01, 'e': 0.035553683859474224}",25,8,30.619692019843736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.035198147020879485}",25,17,13.335907853828411,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.03484616555067069}",35,21,23.603970786531494,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.03449770389516398}",20,13,15.441285049317699,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.01, 'e': 0.03415272685621234}",20,6,21.483504228911233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.03381119958765022}",20,0,29.103262537052395,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.01, 'e': 0.03347308759177372}",25,16,-51.300666268215316,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
339,False,"{'a': 0.01, 'e': 0.03313835671585598}",20,12,13.63719410034069,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.01, 'e': 0.03280697314869742}",20,14,12.340546543745743,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.03247890341721044}",20,11,14.5258037133518,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.03215411438303834}",25,13,3.2332651561001318,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.031832573239207955}",30,11,28.887514327101737,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.031514247506815876}",30,12,14.56127898597036,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.031199105031747717}",25,13,21.210582979645004,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.03088711398143024}",25,11,25.116905568004647,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.030578242841615935}",20,6,25.69921699274187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.030272460413199778}",20,11,-21.550522525733413,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.01, 'e': 0.02996973580906778}",20,3,23.544312743007715,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.029670038450977102}",20,0,-10.799532314619002,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
351,False,"{'a': 0.01, 'e': 0.02937333806646733}",30,16,28.295159222446692,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.01, 'e': 0.029079604685802656}",20,10,16.748279670213766,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.02878880863894463}",20,4,30.081327107848328,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.02850092055255518}",25,11,20.668599074408295,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.01, 'e': 0.02821591134702963}",30,16,27.54000367941702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.027933752233559334}",20,5,26.349028208320927,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.01, 'e': 0.027654414711223742}",20,3,27.721444250557397,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.01, 'e': 0.027377870564111503}",20,9,22.54294977668272,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.01, 'e': 0.02710409185847039}",25,16,16.865035696808107,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.026833050939885684}",30,19,20.54485860079492,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.01, 'e': 0.026564720430486827}",20,14,11.338630418660234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.01, 'e': 0.026299073226181958}",25,11,27.43533496408196,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
